Species,Temperature (°C),Soil Moisture (%),Altitude (m),Soil pH,Light Hours,Germination Rate (%)
Brassica juncea,21.92,42.83,3401,5.97,8.85,0.0
Brassica juncea,15.96,91.99,1390,5.94,15.06,0.07
Brassica juncea,21.86,71.56,2998,7.47,10.19,0.2
Brassica juncea,34.34,89.33,534,6.01,15.86,0.09
Brassica juncea,31.97,74.74,2789,5.66,9.07,0.03
Brassica juncea,29.97,51.73,2902,6.31,12.33,0.31
Brassica juncea,28.81,88.46,2324,6.73,8.41,0.23
Brassica juncea,16.04,72.6,2522,7.6,14.39,0.03
Brassica juncea,29.89,70.32,2449,7.96,14.88,0.2
Brassica juncea,28.67,67.55,3441,6.04,11.41,0.64
Brassica juncea,17.59,88.41,784,6.01,13.85,0.52
Brassica juncea,19.13,71.95,3104,7.09,15.22,0.55
Brassica juncea,22.11,67.23,922,5.67,14.66,7.24
Brassica juncea,17.44,40.65,605,6.95,9.11,0.0
Brassica juncea,16.62,58.51,1963,5.93,13.22,0.13
Brassica juncea,29.36,74.24,944,5.62,12.66,5.71
Brassica juncea,30.08,64.89,2166,6.13,13.77,10.05
Brassica juncea,31.51,55.78,497,5.76,14.36,0.32
Brassica juncea,26.5,80.08,849,5.65,15.23,11.79
Brassica juncea,28.55,52.74,318,5.63,8.76,0.01
Brassica juncea,33.68,44.76,971,5.65,13.3,0.0
Brassica juncea,31.16,55.22,3077,5.54,15.25,0.04
Brassica juncea,28.16,50.75,2723,6.32,15.95,0.65
Brassica juncea,17.02,91.4,3376,6.36,11.53,0.01
Brassica juncea,31.16,87.73,1884,6.01,9.87,0.5
Brassica juncea,19.9,89.55,2727,5.57,10.17,0.05
Brassica juncea,20.74,63.97,2968,7.13,9.26,0.08
Brassica juncea,16.95,55.78,2393,6.07,15.47,0.08
Brassica juncea,20.15,78.25,3236,6.09,15.1,1.13
Brassica juncea,29.44,78.78,2798,6.6,15.41,8.04
Brassica juncea,27.5,51.7,417,7.28,13.43,0.6
Brassica juncea,19.88,43.72,1127,5.77,11.33,0.02
Brassica juncea,26.71,65.69,1384,5.8,11.8,12.11
Brassica juncea,33.46,76.26,1274,7.54,9.8,0.04
Brassica juncea,26.0,40.49,654,6.17,14.01,0.12
Brassica juncea,25.73,51.88,2132,7.73,15.2,0.2
Brassica juncea,28.54,69.66,3107,6.76,12.48,4.53
Brassica juncea,15.43,64.26,1687,6.92,9.98,0.02
Brassica juncea,21.05,93.52,805,5.77,15.67,1.0
Brassica juncea,34.71,60.98,1622,7.35,13.87,0.08
Brassica juncea,34.54,44.7,2998,7.92,9.87,0.0
Brassica juncea,24.8,74.14,3284,6.28,11.18,2.71
Brassica juncea,34.99,64.93,2962,5.94,14.47,0.04
Brassica juncea,29.48,84.04,1364,6.96,8.25,0.28
Brassica juncea,33.06,45.04,545,5.51,14.26,0.0
Brassica juncea,22.68,64.28,859,5.63,12.28,3.96
Brassica juncea,32.32,88.09,1726,5.55,15.83,0.33
Brassica juncea,19.16,75.26,2201,7.73,11.91,0.21
Brassica juncea,15.35,72.3,1134,5.66,11.12,0.02
Brassica juncea,19.13,82.6,238,7.8,15.41,0.06
Brassica juncea,19.02,86.91,3353,5.94,15.86,0.11
Brassica juncea,30.4,44.15,2133,6.62,12.91,0.14
Brassica juncea,30.05,86.9,574,5.91,13.25,3.69
Brassica juncea,30.4,57.24,2102,6.19,9.6,0.3
Brassica juncea,29.31,65.19,3061,7.77,11.5,0.07
Brassica juncea,27.05,76.73,207,6.24,15.87,13.2
Brassica juncea,34.56,45.57,629,6.85,14.49,0.01
Brassica juncea,26.5,76.12,2329,6.69,14.84,46.92
Brassica juncea,20.82,86.43,2074,6.4,11.06,3.97
Brassica juncea,31.18,63.97,2973,7.92,10.56,0.01
Brassica juncea,23.37,80.46,1833,6.9,11.5,20.35
Brassica juncea,16.64,94.42,1704,7.74,14.26,0.01
Brassica juncea,31.28,66.11,2818,7.83,10.41,0.02
Brassica juncea,30.15,68.86,630,6.25,11.31,4.92
Brassica juncea,31.98,54.91,2935,6.24,13.06,0.2
Brassica juncea,34.25,70.7,1311,7.86,12.51,0.02
Brassica juncea,26.16,55.49,1982,6.45,13.02,10.71
Brassica juncea,16.03,89.02,1022,6.06,12.15,0.1
Brassica juncea,21.35,80.84,2668,7.66,11.91,0.43
Brassica juncea,15.53,68.21,2434,7.27,9.26,0.0
Brassica juncea,32.43,50.07,2751,5.58,15.54,0.01
Brassica juncea,15.03,94.49,2459,6.38,13.0,0.01
Brassica juncea,30.84,42.08,501,5.52,10.74,0.0
Brassica juncea,16.18,81.58,622,6.19,10.94,0.09
Brassica juncea,18.23,47.03,2765,6.88,14.15,0.02
Brassica juncea,18.25,81.82,898,7.24,14.99,0.96
Brassica juncea,22.2,49.02,378,7.32,15.24,0.15
Brassica juncea,32.98,78.37,2617,5.94,8.58,0.02
Brassica juncea,30.62,43.64,334,6.35,13.07,0.05
Brassica juncea,20.69,49.35,1032,7.78,10.77,0.01
Brassica juncea,25.49,82.66,2342,5.75,11.21,5.28
Brassica juncea,24.22,63.97,1180,5.87,10.72,5.41
Brassica juncea,29.71,46.94,848,7.58,12.01,0.03
Brassica juncea,18.45,80.55,1079,6.09,13.01,3.01
Brassica juncea,15.38,83.36,2046,5.52,8.48,0.0
Brassica juncea,16.93,62.93,2548,6.75,8.06,0.0
Brassica juncea,32.35,89.21,2184,5.78,14.82,0.61
Brassica juncea,17.89,41.57,1928,6.82,8.52,0.0
Brassica juncea,25.2,88.11,3367,6.48,10.88,0.82
Brassica juncea,34.61,72.77,2565,7.09,13.47,0.19
Brassica juncea,33.69,78.04,936,7.37,9.84,0.05
Brassica juncea,27.81,88.69,2771,7.13,11.43,1.65
Brassica juncea,29.61,85.44,1409,5.58,9.12,0.21
Brassica juncea,22.87,64.08,2439,6.6,15.45,14.2
Brassica juncea,20.22,63.62,3411,6.67,9.71,0.06
Brassica juncea,19.36,50.49,823,7.19,11.75,0.09
Brassica juncea,32.65,90.54,2147,5.96,10.35,0.13
Brassica juncea,30.04,44.96,2799,6.77,9.99,0.01
Brassica juncea,21.07,75.7,3064,7.2,8.03,0.02
Brassica juncea,33.36,43.6,3522,6.95,14.28,0.0
Brassica juncea,16.81,52.65,533,7.06,9.44,0.0
Brassica juncea,31.07,46.59,2264,7.63,14.27,0.02
Brassica juncea,32.77,60.66,1432,5.92,15.46,0.74
Brassica juncea,15.98,55.63,668,6.04,9.12,0.0
Brassica juncea,18.87,81.99,671,7.17,11.9,0.93
Brassica juncea,32.85,78.69,2813,5.97,15.09,0.59
Brassica juncea,34.29,58.13,1634,6.25,10.53,0.06
Brassica juncea,34.24,76.03,1174,6.7,15.58,0.89
Brassica juncea,32.61,43.06,3526,6.74,15.24,0.0
Brassica juncea,23.48,90.21,585,5.52,13.38,1.82
Brassica juncea,28.86,75.58,521,5.76,10.35,1.62
Brassica juncea,23.76,78.95,3206,7.03,14.11,4.58
Brassica juncea,25.73,86.17,2207,7.14,10.94,4.92
Brassica juncea,30.69,82.22,2388,6.28,9.72,0.86
Brassica juncea,25.71,42.33,2400,7.07,11.56,0.06
Brassica juncea,22.43,77.64,3185,6.41,13.31,5.77
Brassica juncea,33.82,65.02,1774,7.99,11.37,0.01
Brassica juncea,34.77,44.64,3283,6.38,9.84,0.0
Brassica juncea,22.28,73.51,2736,6.7,8.42,0.32
Brassica juncea,24.91,84.76,569,7.16,8.26,0.21
Brassica juncea,27.45,55.89,584,5.62,12.7,1.16
Brassica juncea,28.23,85.43,1066,6.52,8.87,1.24
Brassica juncea,30.26,48.37,3579,6.69,15.96,0.02
Brassica juncea,16.22,48.8,447,6.19,8.7,0.0
Brassica juncea,17.85,57.93,2448,6.56,15.54,0.33
Brassica juncea,30.59,69.59,1173,7.79,9.24,0.04
Brassica juncea,33.84,50.48,409,6.84,8.01,0.0
Brassica juncea,25.06,53.1,3596,5.65,8.02,0.0
Brassica juncea,22.77,50.84,1697,7.88,15.24,0.06
Brassica juncea,34.58,64.61,1497,6.58,15.87,0.38
Brassica juncea,22.47,72.29,2770,7.35,9.18,0.21
Brassica juncea,18.9,76.72,1187,6.64,13.64,7.71
Brassica juncea,20.01,90.46,2368,6.91,13.06,2.0
Brassica juncea,19.47,82.35,2819,5.63,11.32,0.23
Brassica juncea,15.51,63.44,1349,7.88,15.13,0.0
Brassica juncea,21.46,73.41,2555,6.17,14.51,12.97
Brassica juncea,20.85,43.6,1514,6.92,9.75,0.02
Brassica juncea,19.07,75.26,2381,6.58,9.53,0.44
Brassica juncea,31.56,86.11,2577,5.75,11.36,0.39
Brassica juncea,19.24,40.73,3145,6.65,10.09,0.0
Brassica juncea,15.89,66.26,3122,5.82,11.78,0.01
Brassica juncea,23.36,83.61,2182,5.66,9.62,0.84
Brassica juncea,29.36,50.59,822,7.92,10.43,0.01
Brassica juncea,17.71,64.14,1886,6.4,9.21,0.09
Brassica juncea,25.13,58.62,2999,7.1,15.31,1.76
Brassica juncea,17.38,74.5,572,7.34,15.25,0.27
Brassica juncea,33.25,44.97,3224,6.51,14.46,0.0
Brassica juncea,18.05,61.19,2379,6.19,8.24,0.01
Brassica juncea,25.18,50.05,208,7.07,14.81,0.58
Brassica juncea,21.41,82.01,1249,7.8,11.11,0.34
Brassica juncea,19.78,42.14,1720,7.52,9.52,0.0
Brassica juncea,22.25,74.14,2007,6.52,13.56,44.21
Brassica juncea,27.65,73.39,980,5.9,15.2,25.09
Brassica juncea,28.49,92.18,1337,5.75,10.37,0.85
Brassica juncea,20.62,73.6,3017,6.74,9.8,0.43
Brassica juncea,26.9,78.79,513,7.46,8.71,0.19
Brassica juncea,17.67,73.2,1720,6.21,10.75,0.7
Brassica juncea,20.14,88.79,1024,5.84,15.88,1.74
Brassica juncea,24.51,73.75,224,7.11,12.56,9.67
Brassica juncea,17.49,76.03,3360,7.79,13.33,0.01
Brassica juncea,15.89,47.53,1065,6.33,14.5,0.01
Brassica juncea,16.09,42.6,1884,7.3,10.85,0.0
Brassica juncea,18.63,54.72,973,6.12,10.72,0.15
Brassica juncea,28.13,56.82,3379,7.66,14.69,0.05
Brassica juncea,25.77,41.17,2239,7.51,9.91,0.0
Brassica juncea,18.53,50.97,2197,7.93,8.97,0.0
Brassica juncea,16.41,48.59,2467,7.23,11.74,0.0
Brassica juncea,33.73,51.73,984,6.42,12.53,0.09
Brassica juncea,29.88,46.46,2627,5.51,9.01,0.0
Brassica juncea,24.24,66.67,994,7.22,11.03,6.17
Brassica juncea,21.96,71.3,1434,5.61,14.44,9.26
Brassica juncea,30.14,47.37,852,7.11,14.64,0.22
Brassica juncea,19.73,78.84,2206,5.57,8.08,0.02
Brassica juncea,27.98,68.15,2798,7.39,8.76,0.1
Brassica juncea,29.33,69.39,889,5.72,15.21,7.05
Brassica juncea,16.23,69.56,3480,7.17,9.55,0.0
Brassica juncea,22.11,48.36,3440,7.43,8.96,0.0
Brassica juncea,28.59,69.93,643,6.43,9.6,2.58
Brassica juncea,19.72,93.29,1144,7.1,8.41,0.03
Brassica juncea,30.58,51.95,1878,6.68,13.95,1.4
Brassica juncea,19.47,46.34,3091,7.69,9.23,0.0
Brassica juncea,25.93,70.16,1546,6.3,10.52,17.89
Brassica juncea,25.49,57.45,617,6.0,12.74,5.83
Brassica juncea,32.92,57.55,1669,6.12,13.31,0.71
Brassica juncea,29.05,41.33,1172,6.04,10.53,0.02
Brassica juncea,28.28,61.33,1567,6.83,12.87,17.44
Brassica juncea,26.29,62.17,3561,6.91,10.12,0.17
Brassica juncea,20.55,43.67,625,6.0,11.66,0.03
Brassica juncea,33.48,60.67,3058,6.11,10.76,0.03
Brassica juncea,22.35,59.12,2316,6.67,8.78,0.3
Brassica juncea,23.05,80.92,2868,5.8,11.62,2.6
Brassica juncea,19.8,57.81,876,7.74,15.29,0.1
Brassica juncea,34.26,76.31,2882,7.73,10.14,0.0
Brassica juncea,28.83,61.96,1757,7.75,13.72,0.96
Brassica juncea,18.15,71.6,1632,6.42,10.41,0.91
Brassica juncea,18.09,70.06,2057,6.44,13.46,3.16
Brassica juncea,15.14,43.67,254,7.04,9.48,0.0
Brassica juncea,27.51,48.94,2236,7.62,14.26,0.14
Brassica juncea,30.63,45.85,1317,7.38,15.49,0.05
Brassica juncea,22.96,56.23,2738,6.12,13.37,2.57
Brassica juncea,24.75,64.48,311,7.55,11.33,0.85
Brassica juncea,16.15,44.55,3393,6.64,11.88,0.0
Brassica juncea,16.36,61.0,3549,6.03,14.84,0.01
Brassica juncea,27.11,88.2,1802,5.54,10.34,1.0
Brassica juncea,31.48,76.31,739,7.44,15.92,0.93
Brassica juncea,22.36,70.04,2715,6.08,15.95,7.0
Brassica juncea,30.24,70.69,628,5.59,14.54,2.65
Brassica juncea,32.79,70.28,2578,6.9,9.04,0.06
Brassica juncea,15.82,44.69,2219,5.95,11.98,0.0
Brassica juncea,21.69,63.45,2230,6.37,15.99,8.87
Brassica juncea,33.87,84.29,1637,5.96,9.91,0.09
Brassica juncea,21.35,69.54,2026,6.17,10.76,5.8
Brassica juncea,25.55,62.38,1036,6.29,12.07,21.9
Brassica juncea,17.67,64.29,1506,6.49,13.3,1.76
Brassica juncea,17.6,47.04,207,7.78,15.97,0.0
Brassica juncea,30.29,65.27,507,7.34,11.48,0.89
Brassica juncea,31.46,72.33,1939,7.44,9.16,0.1
Brassica juncea,15.27,44.54,2970,6.21,12.16,0.0
Brassica juncea,19.3,83.87,1882,7.66,9.4,0.03
Brassica juncea,21.6,58.3,1637,6.31,12.25,6.66
Brassica juncea,29.2,89.9,1142,6.57,8.49,0.31
Brassica juncea,19.7,90.14,3133,5.74,11.65,0.1
Brassica juncea,22.35,68.31,1799,7.04,11.71,12.47
Brassica juncea,15.7,63.86,2933,6.39,13.09,0.05
Brassica juncea,26.64,76.15,1116,6.0,15.47,37.87
Brassica juncea,17.24,50.21,2677,5.91,10.28,0.0
Brassica juncea,20.16,92.91,246,5.58,9.25,0.01
Brassica juncea,33.35,64.73,2044,7.8,10.15,0.01
Brassica juncea,17.07,71.26,3315,6.07,11.7,0.05
Brassica juncea,34.21,48.02,1617,6.82,8.79,0.0
Brassica juncea,27.55,82.62,2489,7.94,11.41,0.19
Brassica juncea,31.49,55.79,2443,7.21,14.35,0.39
Brassica juncea,20.53,41.35,1335,6.96,10.49,0.01
Brassica juncea,21.13,82.29,3323,5.54,14.74,0.29
Brassica juncea,29.32,46.8,1447,5.81,11.32,0.13
Brassica juncea,19.98,74.84,3456,6.92,9.43,0.05
Brassica juncea,20.33,68.32,274,6.06,9.02,0.17
Brassica juncea,27.69,93.49,2300,6.53,8.1,0.11
Brassica juncea,19.76,64.56,2809,5.79,9.04,0.04
Brassica juncea,15.72,70.98,1846,7.96,13.46,0.01
Brassica juncea,23.3,41.24,2236,6.9,14.06,0.12
Brassica juncea,18.3,73.96,2489,7.81,15.48,0.06
Brassica juncea,21.45,67.98,3022,7.0,13.27,2.93
Brassica juncea,24.5,85.96,1745,7.88,11.66,0.55
Brassica juncea,17.98,51.58,2811,6.3,15.96,0.04
Brassica juncea,32.0,42.07,258,6.16,14.07,0.01
Brassica juncea,34.6,58.47,2188,7.46,13.83,0.03
Brassica juncea,24.26,86.91,1196,7.24,11.41,6.14
Brassica juncea,28.29,83.85,757,7.88,8.27,0.01
Brassica juncea,28.86,51.83,1969,5.73,8.11,0.01
Brassica juncea,28.9,45.49,302,6.44,13.66,0.22
Brassica juncea,18.05,57.34,2919,7.53,15.67,0.02
Brassica juncea,31.49,68.08,2514,6.48,12.49,3.61
Brassica juncea,25.8,41.31,998,6.13,12.45,0.16
Brassica juncea,23.05,60.01,466,6.07,13.2,6.49
Brassica juncea,34.1,43.67,873,5.86,13.42,0.0
Brassica juncea,16.15,59.49,264,5.68,9.73,0.0
Brassica juncea,18.32,52.29,445,5.5,11.34,0.01
Brassica juncea,21.27,94.9,1566,5.94,10.98,0.87
Brassica juncea,24.76,42.94,2585,6.53,14.0,0.23
Brassica juncea,15.13,63.9,1691,7.55,12.08,0.01
Brassica juncea,31.42,41.79,326,7.01,15.43,0.01
Brassica juncea,25.8,47.64,2943,5.86,13.09,0.18
Brassica juncea,17.28,74.9,1779,7.56,10.63,0.06
Brassica juncea,22.54,89.86,2358,7.87,10.02,0.04
Brassica juncea,20.49,87.74,3596,5.89,13.99,0.17
Brassica juncea,17.84,49.95,1060,6.37,13.75,0.14
Brassica juncea,34.25,45.87,2237,6.71,11.6,0.01
Brassica juncea,27.75,75.47,2907,7.52,8.59,0.05
Brassica juncea,26.12,82.71,3277,7.95,12.91,0.08
Brassica juncea,23.51,94.08,1649,7.46,10.88,0.59
Brassica juncea,33.18,51.86,3041,6.17,15.0,0.03
Brassica juncea,18.88,45.34,1967,6.77,13.32,0.07
Brassica juncea,18.86,41.36,1389,5.58,12.26,0.0
Brassica juncea,18.69,58.46,3436,7.07,13.67,0.05
Brassica juncea,19.26,46.01,2205,7.0,10.5,0.02
Brassica juncea,30.02,70.35,1090,6.81,9.99,2.8
Brassica juncea,24.3,69.42,1971,7.93,13.32,1.02
Brassica juncea,24.76,46.49,1744,7.45,11.18,0.1
Brassica juncea,31.14,76.63,2918,5.54,8.93,0.02
Brassica juncea,23.57,51.27,1791,5.76,12.09,0.98
Brassica juncea,26.59,85.29,3081,6.52,10.63,1.89
Brassica juncea,20.31,65.58,1538,7.06,10.19,1.23
Brassica juncea,32.69,87.66,242,6.0,14.72,0.42
Brassica juncea,22.28,86.14,3265,7.53,11.98,0.19
Brassica juncea,16.09,74.47,2553,6.55,15.81,0.2
Brassica juncea,21.0,70.46,2466,7.83,15.27,0.34
Brassica juncea,20.51,93.79,817,7.87,15.42,0.05
Brassica juncea,31.76,47.72,3096,5.52,13.38,0.01
Brassica juncea,26.6,84.66,864,6.49,10.67,10.72
Brassica juncea,32.5,89.68,701,6.01,11.02,0.28
Brassica juncea,30.33,56.89,3187,7.02,8.15,0.0
Brassica juncea,32.01,51.88,3388,6.63,15.23,0.03
Brassica juncea,19.13,47.81,2403,6.15,9.39,0.01
Brassica juncea,25.6,88.48,1087,6.93,12.17,16.15
Brassica juncea,20.89,66.41,827,6.61,14.82,13.41
Brassica juncea,31.7,72.14,3584,6.08,15.71,0.19
Brassica juncea,32.06,74.65,1364,7.22,14.63,3.0
Brassica juncea,20.47,78.52,1410,5.64,10.79,1.44
Brassica juncea,21.22,92.3,2030,6.24,12.0,3.46
Brassica juncea,15.34,50.34,248,6.53,14.68,0.0
Brassica juncea,32.88,91.34,2080,5.87,11.88,0.25
Brassica juncea,31.71,76.8,3523,7.87,8.17,0.0
Brassica juncea,27.28,56.61,3504,7.32,10.8,0.05
Brassica juncea,31.43,53.38,3472,5.67,11.48,0.01
Brassica juncea,22.14,41.96,2856,7.45,9.84,0.0
Brassica juncea,19.98,80.71,1879,7.22,14.95,4.47
Brassica juncea,16.6,61.21,688,7.51,15.18,0.03
Brassica juncea,23.45,57.64,3372,7.79,11.92,0.02
Brassica juncea,28.67,87.1,1651,6.72,12.26,16.84
Brassica juncea,34.55,44.84,275,6.89,11.23,0.0
Brassica juncea,18.6,83.65,678,7.01,13.88,1.72
Brassica juncea,28.46,51.32,1279,6.92,14.5,2.43
Brassica juncea,30.76,82.14,2498,6.31,14.03,7.1
Brassica juncea,23.77,40.13,2361,5.51,10.23,0.0
Brassica juncea,20.67,69.41,580,7.62,11.46,0.43
Brassica juncea,33.34,83.7,3302,5.66,13.52,0.04
Brassica juncea,16.29,93.97,1048,5.91,12.74,0.05
Brassica juncea,23.77,63.59,2614,7.7,14.91,0.85
Brassica juncea,15.44,90.02,2827,7.73,15.27,0.0
Brassica juncea,16.82,82.44,1109,5.87,15.33,0.37
Brassica juncea,31.6,79.81,2234,5.95,11.77,2.18
Brassica juncea,17.22,47.53,1245,6.33,13.56,0.04
Brassica juncea,34.03,62.72,909,7.86,15.36,0.01
Brassica juncea,19.15,66.19,3228,5.9,9.19,0.02
Brassica juncea,26.18,57.34,3479,7.68,9.91,0.01
Brassica juncea,28.74,63.55,2511,7.36,13.91,2.99
Brassica juncea,34.35,73.4,267,7.82,13.27,0.01
Brassica juncea,17.56,91.9,808,7.41,10.97,0.03
Brassica juncea,21.46,71.4,2100,6.42,11.18,10.44
Brassica juncea,24.93,57.33,590,7.63,8.13,0.01
Brassica juncea,26.36,69.65,711,6.09,8.24,0.57
Brassica juncea,23.11,77.13,1660,6.21,14.56,56.97
Brassica juncea,25.98,40.91,2884,6.92,13.08,0.04
Brassica juncea,23.11,68.83,1177,7.84,15.53,1.17
Brassica juncea,15.26,49.4,479,7.88,10.0,0.0
Brassica juncea,29.21,71.79,3481,7.23,11.53,0.33
Brassica juncea,20.0,75.23,3135,5.72,10.43,0.14
Brassica juncea,28.96,58.81,2133,5.51,13.97,1.4
Brassica juncea,33.05,83.25,1323,6.41,13.49,2.79
Brassica juncea,20.19,72.59,3117,6.94,10.29,0.32
Brassica juncea,21.78,86.21,1917,7.02,11.47,5.62
Brassica juncea,18.61,46.0,672,5.8,10.36,0.0
Brassica juncea,17.28,60.71,878,6.14,9.77,0.05
Brassica juncea,32.79,70.45,3284,7.58,11.09,0.01
Brassica juncea,33.11,67.88,2645,7.14,11.31,0.2
Brassica juncea,19.8,56.4,2432,7.61,8.22,0.0
Brassica juncea,16.11,57.14,670,7.34,14.33,0.02
Brassica juncea,21.52,67.68,2157,7.74,14.43,1.02
Brassica juncea,32.73,89.24,1600,7.03,10.46,0.24
Brassica juncea,34.62,50.94,2942,7.82,11.33,0.0
Brassica juncea,20.59,57.35,3459,6.06,11.66,0.09
Brassica juncea,20.36,79.73,2063,7.39,12.23,2.23
Brassica juncea,21.27,91.39,333,7.57,13.41,0.33
Brassica juncea,34.86,82.46,2840,6.01,12.84,0.07
Brassica juncea,18.84,70.28,3516,6.66,11.07,0.1
Brassica juncea,25.15,49.78,3287,7.59,14.76,0.03
Brassica juncea,30.01,91.0,727,6.24,12.76,4.07
Brassica juncea,29.56,41.73,1922,6.52,13.25,0.13
Brassica juncea,31.96,90.78,387,5.94,8.7,0.02
Brassica juncea,20.35,60.56,3358,7.76,15.79,0.02
Brassica juncea,32.21,67.59,2706,6.33,9.0,0.08
Brassica juncea,22.68,86.21,2782,5.97,15.26,4.46
Brassica juncea,31.16,67.0,1647,7.07,15.22,5.23
Brassica juncea,19.37,61.49,2939,5.84,13.54,0.4
Brassica juncea,18.55,82.44,3538,5.56,12.91,0.03
Brassica juncea,26.26,79.64,3474,6.81,12.48,2.56
Brassica juncea,28.61,74.93,1947,6.36,10.76,12.92
Brassica juncea,23.23,83.49,3470,5.57,8.6,0.01
Brassica juncea,22.49,75.06,235,6.5,8.38,0.33
Brassica juncea,33.12,78.13,2639,7.41,12.92,0.23
Brassica juncea,22.52,65.78,3169,7.4,10.8,0.25
Brassica juncea,16.49,46.14,1845,7.51,8.65,0.0
Brassica juncea,23.08,46.18,3067,5.64,12.88,0.03
Brassica juncea,16.69,63.64,3229,7.06,12.14,0.02
Brassica juncea,33.72,54.95,720,5.68,12.0,0.03
Brassica juncea,29.49,54.05,1095,7.41,12.6,0.6
Brassica juncea,20.75,63.09,1751,6.86,12.41,7.5
Brassica juncea,28.65,60.54,569,6.05,8.48,0.15
Brassica juncea,23.48,94.65,731,7.44,10.29,0.22
Brassica juncea,26.46,46.48,2771,6.52,9.78,0.05
Brassica juncea,25.91,85.21,2812,5.76,14.96,4.62
Brassica juncea,34.09,86.62,3494,5.59,14.49,0.01
Brassica juncea,17.42,51.09,2441,6.14,14.94,0.05
Brassica juncea,25.54,74.79,1249,7.66,11.82,3.5
Brassica juncea,18.48,57.38,1812,6.61,15.68,0.87
Brassica juncea,24.01,88.47,3129,5.6,10.89,0.26
Brassica juncea,34.3,54.34,283,6.87,13.16,0.04
Brassica juncea,17.0,56.38,1017,6.3,10.43,0.05
Brassica juncea,19.49,72.4,827,7.25,13.96,2.99
Brassica juncea,19.99,56.97,1986,6.82,15.63,1.77
Brassica juncea,15.17,64.35,735,7.5,11.77,0.01
Brassica juncea,24.38,71.84,1109,5.52,15.21,9.58
Brassica juncea,21.65,77.58,2564,7.72,15.01,0.79
Brassica juncea,17.55,89.83,3009,6.76,10.08,0.02
Brassica juncea,32.97,45.55,833,7.31,8.51,0.0
Brassica juncea,29.56,46.68,855,7.17,13.76,0.21
Brassica juncea,31.19,88.14,448,6.31,15.29,2.23
Brassica juncea,27.93,57.91,2838,6.78,10.71,0.9
Brassica juncea,29.48,83.23,3284,6.99,10.19,0.25
Brassica juncea,31.12,58.16,224,5.6,11.8,0.13
Brassica juncea,16.39,75.67,2421,5.71,14.47,0.14
Brassica juncea,24.61,63.67,714,5.84,13.37,12.22
Brassica juncea,26.86,46.57,1333,6.41,11.9,0.88
Brassica juncea,26.62,59.22,1296,6.31,13.12,21.91
Brassica juncea,22.51,82.62,3163,7.95,14.01,0.08
Brassica juncea,22.85,72.99,1447,6.22,14.54,54.51
Brassica juncea,18.86,58.51,2986,6.14,12.58,0.24
Brassica juncea,28.97,52.28,2058,7.58,15.26,0.24
Brassica juncea,16.46,66.7,3027,6.85,14.46,0.09
Brassica juncea,20.42,58.89,1311,5.51,10.87,0.27
Brassica juncea,33.73,43.19,3465,7.51,9.6,0.0
Brassica juncea,26.41,88.32,1857,6.53,12.7,28.79
Brassica juncea,15.61,90.2,2641,7.51,8.61,0.0
Brassica juncea,25.72,60.43,1310,6.07,13.97,23.18
Brassica juncea,27.19,78.59,2474,5.51,14.95,4.72
Brassica juncea,17.49,80.15,1895,6.92,11.98,0.92
Brassica juncea,18.61,52.84,3000,6.87,15.16,0.07
Brassica juncea,25.54,80.67,3211,7.51,12.56,0.86
Brassica juncea,31.63,57.66,1608,7.24,13.48,0.89
Brassica juncea,28.71,93.7,788,7.66,12.54,0.35
Brassica juncea,21.11,69.16,1100,6.89,15.86,12.26
Brassica juncea,21.09,86.89,1122,5.66,9.46,0.28
Brassica juncea,18.67,81.33,354,5.97,9.9,0.15
Brassica juncea,29.44,44.05,2836,7.83,14.34,0.0
Brassica juncea,34.55,47.05,918,7.34,8.34,0.0
Brassica juncea,28.9,74.91,2606,6.98,8.1,0.16
Brassica juncea,31.33,62.93,3053,6.68,11.52,0.48
Brassica juncea,33.37,79.24,258,5.56,10.65,0.04
Brassica juncea,34.43,40.75,228,5.89,14.3,0.0
Brassica juncea,19.67,55.71,1135,6.51,8.38,0.04
Brassica juncea,30.42,76.02,3306,5.72,14.29,0.59
Brassica juncea,25.01,80.97,1548,6.29,10.02,10.44
Brassica juncea,34.1,57.58,1009,6.16,9.81,0.03
Brassica juncea,31.36,84.41,1736,5.52,9.45,0.1
Brassica juncea,29.11,72.01,727,7.69,8.1,0.02
Brassica juncea,17.42,75.6,931,5.81,9.35,0.05
Brassica juncea,24.4,52.23,1296,7.4,10.72,0.34
Brassica juncea,30.93,76.85,3432,6.3,10.75,0.26
Brassica juncea,19.14,73.51,616,5.57,10.67,0.25
Brassica juncea,15.86,70.66,966,7.1,12.89,0.17
Brassica juncea,27.44,44.75,2820,7.52,12.94,0.02
Brassica juncea,23.62,85.57,2545,6.84,10.57,3.64
Brassica juncea,34.13,78.9,382,7.54,8.99,0.0
Brassica juncea,22.03,54.04,2771,7.47,11.15,0.09
Brassica juncea,17.48,80.09,3589,6.86,11.47,0.03
Brassica juncea,27.02,56.73,879,6.34,13.7,11.53
Brassica juncea,27.08,93.05,3568,7.94,12.18,0.01
Brassica juncea,30.69,57.24,2512,7.27,13.23,0.58
Brassica juncea,16.99,53.42,696,6.94,10.21,0.01
Brassica juncea,25.08,65.56,283,6.18,11.05,5.49
Brassica juncea,31.53,46.03,2187,6.34,14.94,0.12
Brassica juncea,20.12,58.32,3320,5.63,8.35,0.0
