Species,Temperature (°C),Soil Moisture (%),Altitude (m),Soil pH,Light Hours,Germination Rate (%)
Oryza sativa,30.97,69.72,750,7.26,11.36,0.05
Oryza sativa,24.44,85.49,1090,6.43,10.88,10.56
Oryza sativa,20.53,87.97,1310,7.23,11.35,0.1
Oryza sativa,34.88,97.89,684,7.43,12.78,0.05
Oryza sativa,22.1,94.46,1378,6.59,11.75,2.16
Oryza sativa,25.92,75.93,1108,5.89,13.48,1.59
Oryza sativa,33.26,77.45,289,6.48,13.59,1.66
Oryza sativa,36.44,61.24,405,5.15,11.76,0.0
Oryza sativa,33.78,66.34,562,6.93,12.89,0.04
Oryza sativa,33.59,68.38,1178,5.3,12.54,0.01
Oryza sativa,25.71,60.97,883,6.22,11.38,0.07
Oryza sativa,33.03,93.13,953,5.71,13.16,3.77
Oryza sativa,23.87,88.91,1198,7.45,10.67,0.05
Oryza sativa,28.84,89.97,494,7.44,12.21,0.74
Oryza sativa,34.3,60.38,446,6.07,13.52,0.01
Oryza sativa,30.98,91.08,1242,5.38,10.11,0.22
Oryza sativa,35.71,90.74,432,6.36,12.32,8.02
Oryza sativa,23.27,83.81,931,6.57,12.57,14.95
Oryza sativa,32.5,64.62,952,7.04,12.24,0.01
Oryza sativa,32.39,74.39,609,7.29,13.57,0.04
Oryza sativa,36.45,93.33,229,7.29,10.16,0.02
Oryza sativa,35.43,94.35,1453,7.37,10.65,0.0
Oryza sativa,21.27,83.33,687,6.75,11.8,8.71
Oryza sativa,29.24,84.82,136,5.98,13.21,19.04
Oryza sativa,25.49,82.38,517,5.96,13.22,23.49
Oryza sativa,22.29,77.46,148,6.73,13.74,0.89
Oryza sativa,24.66,97.78,1178,7.04,11.67,1.29
Oryza sativa,28.29,64.38,548,7.47,13.84,0.0
Oryza sativa,35.54,72.97,297,6.47,11.31,0.58
Oryza sativa,24.34,88.91,164,5.72,12.72,21.15
Oryza sativa,27.37,63.68,93,5.72,12.96,0.08
Oryza sativa,37.78,69.3,232,6.66,11.7,0.04
Oryza sativa,34.67,98.42,42,5.92,10.21,0.74
Oryza sativa,25.24,86.74,777,7.16,10.4,1.03
Oryza sativa,35.85,61.87,495,7.23,10.04,0.0
Oryza sativa,28.22,97.29,251,6.97,13.77,1.72
Oryza sativa,23.97,85.15,86,6.47,12.75,22.14
Oryza sativa,32.1,85.71,510,5.11,12.51,0.84
Oryza sativa,30.13,88.65,1198,6.44,12.37,12.39
Oryza sativa,27.13,94.84,1113,5.19,13.85,0.19
Oryza sativa,23.02,97.01,899,6.66,12.15,12.75
Oryza sativa,31.85,84.08,715,5.58,10.2,1.86
Oryza sativa,21.74,82.71,1072,7.26,10.01,0.04
Oryza sativa,33.72,84.76,67,5.05,11.34,0.14
Oryza sativa,29.99,64.16,396,6.56,10.09,0.04
Oryza sativa,29.51,86.53,1453,6.86,10.66,0.46
Oryza sativa,36.72,76.18,650,7.34,13.52,0.01
Oryza sativa,26.75,84.52,347,5.69,13.59,9.06
Oryza sativa,20.31,98.55,639,5.58,10.38,1.06
Oryza sativa,30.54,74.34,108,5.56,10.8,0.85
Oryza sativa,33.63,98.39,680,6.82,12.01,3.99
Oryza sativa,20.66,66.24,360,7.44,11.85,0.0
Oryza sativa,25.12,96.8,1122,5.71,11.36,7.22
Oryza sativa,28.88,69.71,1092,6.78,11.23,0.32
Oryza sativa,31.71,97.2,25,6.25,11.58,15.0
Oryza sativa,29.91,69.9,434,5.21,10.16,0.03
Oryza sativa,20.34,62.1,578,6.63,11.29,0.02
Oryza sativa,26.97,79.04,1055,6.9,12.46,2.85
Oryza sativa,37.48,92.35,817,5.26,10.95,0.08
Oryza sativa,28.21,86.42,937,5.8,13.01,17.53
Oryza sativa,20.54,80.0,496,5.0,13.03,0.08
Oryza sativa,32.27,67.98,907,5.86,10.13,0.07
Oryza sativa,23.87,90.88,1041,6.03,10.32,6.5
Oryza sativa,27.82,74.38,963,5.97,11.83,6.21
Oryza sativa,23.26,70.19,198,6.55,12.17,1.53
Oryza sativa,29.55,88.15,471,5.72,11.33,30.48
Oryza sativa,35.36,72.55,950,6.45,13.0,0.27
Oryza sativa,31.13,91.67,836,6.3,12.96,24.77
Oryza sativa,32.77,74.36,6,7.18,11.44,0.1
Oryza sativa,34.4,76.67,467,7.01,12.28,0.56
Oryza sativa,27.28,84.38,1032,6.37,12.23,28.7
Oryza sativa,25.25,86.2,713,5.07,11.33,1.05
Oryza sativa,30.88,85.34,1463,6.09,13.27,1.25
Oryza sativa,28.83,82.57,1444,6.03,10.58,1.2
Oryza sativa,25.34,64.64,425,6.48,13.4,0.17
Oryza sativa,23.12,92.45,867,5.99,12.44,30.88
Oryza sativa,26.21,71.46,234,6.53,11.78,3.74
Oryza sativa,23.58,84.68,541,5.14,13.71,0.37
Oryza sativa,28.55,71.04,926,5.14,13.84,0.02
Oryza sativa,35.73,74.18,1045,5.98,12.37,0.41
Oryza sativa,36.65,90.53,327,5.25,12.54,0.26
Oryza sativa,28.26,73.39,72,6.94,10.69,0.49
Oryza sativa,28.65,81.28,68,6.45,10.41,6.55
Oryza sativa,22.93,69.23,695,5.52,12.7,0.34
Oryza sativa,35.81,89.82,621,6.64,11.19,3.38
Oryza sativa,23.83,68.33,263,5.65,13.45,0.21
Oryza sativa,22.53,86.75,873,6.11,11.98,31.04
Oryza sativa,30.08,89.07,1169,5.6,13.87,1.04
Oryza sativa,32.37,67.93,137,5.8,11.38,0.3
Oryza sativa,25.48,89.26,603,7.18,10.18,0.83
Oryza sativa,29.59,88.03,200,5.74,13.7,7.31
Oryza sativa,24.92,98.61,785,5.64,12.2,13.9
Oryza sativa,32.95,69.06,1371,6.52,11.97,0.07
Oryza sativa,32.17,98.69,610,6.21,10.25,4.96
Oryza sativa,23.69,99.11,996,5.98,11.38,12.15
Oryza sativa,30.42,60.18,600,6.06,10.25,0.01
Oryza sativa,32.37,61.3,967,5.96,12.51,0.02
Oryza sativa,36.45,62.1,379,6.71,10.5,0.0
Oryza sativa,23.48,75.48,503,7.48,12.0,0.08
Oryza sativa,30.21,62.88,866,6.07,12.72,0.11
Oryza sativa,20.36,86.05,837,5.52,12.21,3.64
Oryza sativa,28.8,71.14,29,5.08,13.23,0.03
Oryza sativa,28.15,65.68,325,6.14,12.7,0.67
Oryza sativa,26.3,80.35,896,6.14,11.47,24.98
Oryza sativa,26.63,62.1,942,7.23,10.1,0.0
Oryza sativa,27.94,94.9,260,6.26,11.35,54.08
Oryza sativa,26.53,82.52,338,5.73,10.32,7.33
Oryza sativa,35.81,60.74,977,6.71,13.61,0.0
Oryza sativa,32.41,77.76,800,6.2,10.62,3.61
Oryza sativa,35.8,67.39,467,6.29,10.95,0.09
Oryza sativa,25.49,81.69,919,5.67,13.35,5.14
Oryza sativa,36.71,83.09,773,6.28,12.07,2.81
Oryza sativa,32.16,83.14,757,6.75,10.58,3.43
Oryza sativa,21.93,71.86,667,7.26,11.2,0.07
Oryza sativa,25.72,83.46,309,5.2,13.06,1.51
Oryza sativa,20.93,88.11,1366,5.48,13.89,0.1
Oryza sativa,23.63,95.8,200,5.96,10.27,7.59
Oryza sativa,25.94,91.73,172,6.44,12.42,52.05
Oryza sativa,32.12,64.48,210,5.96,12.56,0.15
Oryza sativa,27.16,75.24,570,5.49,12.46,3.28
Oryza sativa,20.29,91.06,503,6.63,10.72,6.1
Oryza sativa,36.63,70.74,378,5.99,12.25,0.25
Oryza sativa,20.03,89.33,42,5.29,11.22,0.63
Oryza sativa,28.69,64.84,373,5.5,10.06,0.02
Oryza sativa,25.74,67.35,809,5.34,12.7,0.1
Oryza sativa,25.22,65.71,213,6.88,13.4,0.06
Oryza sativa,29.63,83.08,604,6.82,11.29,12.51
Oryza sativa,29.92,61.32,405,7.13,11.43,0.01
Oryza sativa,22.3,68.89,504,6.43,12.06,1.3
Oryza sativa,30.27,93.89,299,7.34,11.13,0.68
Oryza sativa,28.53,86.28,1087,5.66,10.47,3.51
Oryza sativa,36.88,99.22,383,5.45,11.69,0.38
Oryza sativa,24.55,79.89,1374,6.97,10.92,0.3
Oryza sativa,21.69,95.25,717,5.09,11.63,0.58
Oryza sativa,32.59,82.92,1184,5.1,10.98,0.08
Oryza sativa,26.88,65.84,1237,7.47,12.57,0.0
Oryza sativa,27.28,92.02,516,5.07,13.72,0.4
Oryza sativa,21.78,60.64,1103,5.73,10.93,0.0
Oryza sativa,36.59,91.24,494,6.67,12.95,1.78
Oryza sativa,29.43,94.56,846,6.58,11.74,30.13
Oryza sativa,35.41,88.26,689,5.09,12.66,0.17
Oryza sativa,36.35,91.27,597,5.68,10.16,0.49
Oryza sativa,29.43,60.8,692,6.85,11.39,0.02
Oryza sativa,34.03,68.98,186,5.43,11.54,0.07
Oryza sativa,35.22,89.66,19,6.91,13.79,0.24
Oryza sativa,21.96,83.59,1417,6.59,11.58,1.33
Oryza sativa,25.25,78.02,685,7.09,13.04,1.3
Oryza sativa,26.13,64.96,664,6.52,10.14,0.09
Oryza sativa,21.97,62.89,1378,5.0,10.23,0.0
Oryza sativa,20.8,74.53,1125,5.15,11.28,0.03
Oryza sativa,30.24,73.33,538,5.05,13.44,0.05
Oryza sativa,20.59,96.35,460,6.41,11.89,17.4
Oryza sativa,26.88,69.07,1241,6.34,12.17,0.54
Oryza sativa,33.77,93.89,986,7.34,12.48,0.16
Oryza sativa,35.2,86.91,590,6.07,11.87,10.44
Oryza sativa,36.53,95.58,527,6.41,12.91,2.62
Oryza sativa,21.84,63.23,753,5.51,11.45,0.03
Oryza sativa,31.61,89.74,1266,5.85,11.13,3.87
Oryza sativa,25.0,75.45,978,6.2,13.64,2.15
Oryza sativa,28.67,71.88,570,5.39,13.18,0.44
Oryza sativa,27.76,72.45,879,6.1,10.2,1.08
Oryza sativa,21.82,79.26,237,5.51,10.43,0.93
Oryza sativa,33.81,81.69,1242,6.61,13.47,0.49
Oryza sativa,37.79,96.09,988,6.41,10.84,0.41
Oryza sativa,33.38,85.78,739,6.32,12.11,19.28
Oryza sativa,34.4,87.94,1440,6.53,10.67,0.32
Oryza sativa,29.45,85.95,281,6.01,11.07,36.49
Oryza sativa,25.98,91.58,1178,5.77,12.77,9.26
Oryza sativa,35.2,64.33,1392,6.12,12.97,0.0
Oryza sativa,33.75,91.03,667,6.07,12.99,12.77
Oryza sativa,31.03,82.57,1218,7.26,11.63,0.22
Oryza sativa,22.07,67.33,307,7.39,13.64,0.0
Oryza sativa,31.45,73.88,182,6.65,13.74,0.62
Oryza sativa,30.89,88.93,919,5.36,13.12,2.1
Oryza sativa,33.92,70.85,422,6.89,11.79,0.28
Oryza sativa,35.12,94.0,101,6.4,13.68,1.46
Oryza sativa,21.24,71.05,1451,6.54,13.48,0.03
Oryza sativa,23.71,68.81,1235,7.12,11.15,0.02
Oryza sativa,28.87,92.67,262,5.77,11.53,36.07
Oryza sativa,25.92,83.34,1197,5.51,11.23,2.48
Oryza sativa,24.76,87.94,907,7.36,13.38,0.28
Oryza sativa,29.19,85.66,1009,5.16,13.47,0.37
Oryza sativa,22.57,95.85,1496,5.52,13.54,0.13
Oryza sativa,33.14,81.15,265,5.45,10.13,0.42
Oryza sativa,34.05,91.22,1141,6.21,10.14,1.02
Oryza sativa,31.18,84.53,468,6.26,11.04,28.36
Oryza sativa,29.59,79.5,524,6.91,11.19,5.01
Oryza sativa,20.02,85.09,1231,6.95,11.33,0.47
Oryza sativa,27.7,71.66,1275,6.31,13.64,0.27
Oryza sativa,27.05,95.71,1021,5.52,11.9,7.61
Oryza sativa,22.79,91.37,1004,5.21,13.16,0.63
Oryza sativa,32.7,76.53,1496,5.86,11.69,0.26
Oryza sativa,29.73,87.55,1349,6.02,11.68,6.86
Oryza sativa,35.19,66.59,181,6.68,13.91,0.01
Oryza sativa,26.56,93.57,1254,6.71,11.36,5.56
Oryza sativa,36.12,73.18,1367,5.38,12.71,0.01
Oryza sativa,26.57,65.64,517,6.57,10.85,0.33
Oryza sativa,22.71,93.07,661,7.16,13.91,0.43
Oryza sativa,29.35,63.58,1220,7.4,13.95,0.0
Oryza sativa,34.27,76.91,407,6.58,12.84,2.19
Oryza sativa,27.34,86.04,1295,6.49,10.14,1.66
Oryza sativa,27.32,71.53,1234,7.0,12.84,0.12
Oryza sativa,27.82,67.32,371,6.36,12.75,1.16
Oryza sativa,29.56,84.36,572,5.67,12.3,24.47
Oryza sativa,22.41,90.77,943,5.25,11.06,1.08
Oryza sativa,34.26,77.17,1067,5.77,10.25,0.24
Oryza sativa,28.95,95.4,628,5.22,10.61,1.28
Oryza sativa,20.62,85.6,908,5.42,13.54,0.65
Oryza sativa,37.98,86.9,177,5.6,10.38,0.14
Oryza sativa,27.59,84.3,1280,6.47,13.32,3.8
Oryza sativa,26.7,88.09,1207,5.42,11.83,2.96
Oryza sativa,29.97,85.4,344,6.12,12.86,40.34
Oryza sativa,22.72,70.95,1304,7.42,12.24,0.0
Oryza sativa,31.97,78.78,1117,6.51,13.54,1.19
Oryza sativa,23.32,80.82,603,7.02,12.81,2.85
Oryza sativa,28.81,72.26,1282,5.94,12.39,0.86
Oryza sativa,21.54,77.36,527,5.7,11.77,4.98
Oryza sativa,33.01,94.44,1388,5.76,12.54,1.12
Oryza sativa,25.37,66.57,162,7.35,10.94,0.01
Oryza sativa,33.46,72.83,400,5.38,12.73,0.25
Oryza sativa,24.63,95.91,556,6.78,11.48,19.55
Oryza sativa,37.69,89.86,407,5.06,12.36,0.04
Oryza sativa,21.87,61.42,47,7.3,12.3,0.0
Oryza sativa,20.49,88.77,509,5.16,11.08,0.57
Oryza sativa,26.0,66.77,723,6.21,13.46,0.42
Oryza sativa,31.03,88.91,1046,6.02,13.91,3.39
Oryza sativa,30.08,89.43,480,6.97,11.02,7.34
Oryza sativa,21.07,82.2,647,5.52,12.48,4.0
Oryza sativa,22.72,84.27,34,5.19,12.06,0.89
Oryza sativa,24.14,69.54,1380,5.83,12.21,0.17
Oryza sativa,29.99,61.56,477,6.56,13.33,0.04
Oryza sativa,29.24,75.72,386,6.2,10.64,6.62
Oryza sativa,34.09,92.74,135,5.28,11.98,0.93
Oryza sativa,27.96,85.72,1230,6.53,12.56,9.57
Oryza sativa,28.58,91.9,1327,5.87,13.45,2.61
Oryza sativa,22.31,94.58,594,6.65,13.19,10.76
Oryza sativa,27.94,70.01,622,6.18,11.47,3.56
Oryza sativa,29.37,99.29,321,5.74,11.86,19.78
Oryza sativa,29.64,83.93,358,5.94,11.34,37.22
Oryza sativa,32.06,84.96,247,6.34,11.04,18.02
Oryza sativa,33.88,77.44,329,5.95,13.67,1.24
Oryza sativa,31.45,96.11,1222,7.29,11.63,0.18
Oryza sativa,37.74,92.03,1100,5.32,10.66,0.03
Oryza sativa,35.47,95.74,777,5.89,11.81,4.68
Oryza sativa,30.31,95.29,779,5.29,12.66,2.73
Oryza sativa,25.81,67.87,1100,7.16,10.08,0.01
Oryza sativa,23.37,94.58,1379,6.31,13.55,1.44
Oryza sativa,37.99,78.08,1243,5.9,13.57,0.03
Oryza sativa,34.2,64.58,882,7.17,12.25,0.0
Oryza sativa,25.63,75.36,5,7.39,10.07,0.02
Oryza sativa,28.82,91.21,936,6.31,10.52,15.73
Oryza sativa,20.65,89.53,1094,7.41,11.02,0.06
Oryza sativa,26.01,87.01,108,6.38,10.43,14.8
Oryza sativa,34.78,74.76,1122,6.22,10.04,0.11
Oryza sativa,27.35,75.95,1400,6.04,10.55,0.55
Oryza sativa,36.19,66.73,323,6.02,11.4,0.07
Oryza sativa,29.23,78.02,479,6.8,12.05,9.16
Oryza sativa,25.92,61.27,1306,5.41,13.15,0.0
Oryza sativa,36.27,94.27,926,6.26,12.66,2.67
Oryza sativa,33.25,77.87,743,6.56,10.26,1.13
Oryza sativa,22.61,68.34,567,5.46,11.42,0.21
Oryza sativa,25.79,85.47,1285,5.9,11.99,8.95
Oryza sativa,28.0,62.12,1303,6.74,11.99,0.01
Oryza sativa,24.36,70.84,412,5.17,10.59,0.06
Oryza sativa,28.06,93.68,61,6.08,13.07,25.57
Oryza sativa,34.11,73.02,111,6.48,10.57,0.38
Oryza sativa,20.53,66.43,898,7.23,12.49,0.01
Oryza sativa,36.76,95.28,1400,5.76,13.72,0.04
Oryza sativa,34.48,84.52,569,5.05,11.81,0.22
Oryza sativa,35.9,99.11,518,5.17,10.88,0.08
Oryza sativa,22.24,98.83,204,5.88,11.57,13.56
Oryza sativa,35.18,68.69,223,6.58,11.44,0.15
Oryza sativa,21.66,99.38,1175,5.72,13.8,0.48
Oryza sativa,35.64,98.67,714,5.2,12.07,0.21
Oryza sativa,22.24,72.07,1062,5.46,11.15,0.18
Oryza sativa,32.18,72.25,988,7.41,10.65,0.01
Oryza sativa,20.69,70.31,862,6.84,10.38,0.07
Oryza sativa,27.23,88.93,153,5.86,11.61,44.02
Oryza sativa,23.11,83.07,1199,5.84,13.1,3.42
Oryza sativa,25.14,67.98,1032,6.44,11.21,0.51
Oryza sativa,31.93,88.71,1382,5.58,11.42,1.03
Oryza sativa,21.47,86.74,895,6.09,10.73,9.34
Oryza sativa,27.11,66.65,736,6.47,11.24,0.71
Oryza sativa,31.65,94.9,396,6.99,13.7,1.36
Oryza sativa,36.39,94.45,1394,5.13,13.48,0.0
Oryza sativa,33.57,69.85,914,5.35,12.88,0.05
Oryza sativa,29.18,71.9,537,6.92,10.1,0.22
Oryza sativa,24.83,75.28,356,5.37,11.25,1.28
Oryza sativa,29.79,94.19,510,5.86,12.72,36.61
Oryza sativa,37.82,66.98,95,5.88,13.13,0.01
Oryza sativa,20.75,96.92,458,5.96,12.1,16.79
Oryza sativa,30.73,71.37,547,6.06,11.67,3.8
Oryza sativa,21.96,82.19,1091,6.01,12.24,8.16
Oryza sativa,34.44,74.19,772,5.46,10.5,0.12
Oryza sativa,36.76,77.12,664,6.48,11.73,0.96
Oryza sativa,37.14,76.27,755,6.25,12.21,0.73
Oryza sativa,21.97,65.91,611,5.36,11.14,0.04
Oryza sativa,23.8,79.69,512,5.1,10.92,0.41
Oryza sativa,27.66,70.43,1492,7.1,12.23,0.02
Oryza sativa,34.74,73.14,739,5.36,12.07,0.16
Oryza sativa,32.03,84.8,607,5.94,13.9,4.71
Oryza sativa,24.86,63.49,1386,5.77,13.29,0.01
Oryza sativa,31.26,82.84,836,6.55,11.04,11.48
Oryza sativa,21.44,84.7,1084,6.36,10.86,5.07
Oryza sativa,32.75,85.39,1017,6.9,10.06,0.43
Oryza sativa,26.69,94.47,98,6.42,10.48,13.97
Oryza sativa,30.11,65.08,62,7.15,11.11,0.01
Oryza sativa,31.59,66.8,958,6.67,13.11,0.11
Oryza sativa,22.2,63.64,611,5.74,11.71,0.1
Oryza sativa,25.0,63.23,245,6.59,10.85,0.08
Oryza sativa,31.02,79.84,1029,6.73,10.45,1.43
Oryza sativa,31.79,60.9,139,6.89,10.25,0.0
Oryza sativa,32.02,95.45,747,5.93,12.17,23.31
Oryza sativa,31.28,86.21,1329,6.53,12.06,4.17
Oryza sativa,28.16,79.02,589,5.74,13.65,4.84
Oryza sativa,29.98,82.94,1264,5.53,10.69,0.88
Oryza sativa,21.93,64.83,1036,5.56,12.05,0.04
Oryza sativa,26.48,98.52,739,7.39,12.76,0.41
Oryza sativa,30.79,71.95,850,5.34,10.23,0.07
Oryza sativa,33.11,92.67,186,5.3,12.21,1.71
Oryza sativa,36.86,60.75,396,6.54,10.19,0.0
Oryza sativa,35.83,88.45,1019,6.78,13.1,0.7
Oryza sativa,23.64,69.48,567,6.26,13.57,0.74
Oryza sativa,34.81,86.54,1228,7.24,12.26,0.09
Oryza sativa,33.74,76.3,920,7.41,13.68,0.01
Oryza sativa,29.53,83.99,101,7.39,10.03,0.07
Oryza sativa,28.8,79.91,194,7.19,13.51,0.47
Oryza sativa,20.38,80.88,475,6.03,12.39,11.19
Oryza sativa,21.18,99.32,1338,6.73,11.84,0.81
Oryza sativa,27.31,83.37,374,7.48,12.8,0.28
Oryza sativa,33.14,83.14,959,6.36,10.34,2.56
Oryza sativa,25.63,73.35,458,5.05,13.89,0.03
Oryza sativa,37.71,60.59,1349,5.05,10.36,0.0
Oryza sativa,27.35,64.21,73,6.94,11.18,0.04
Oryza sativa,32.07,74.91,506,6.46,13.43,2.22
Oryza sativa,37.18,67.31,311,5.05,12.52,0.0
Oryza sativa,26.88,68.74,1143,7.16,13.75,0.01
Oryza sativa,27.12,79.06,567,5.52,13.67,2.32
Oryza sativa,37.18,88.2,344,6.75,13.32,0.57
Oryza sativa,31.38,77.46,1410,6.1,10.26,0.26
Oryza sativa,20.38,79.59,632,6.14,12.81,7.33
Oryza sativa,31.58,82.1,395,7.31,11.69,0.62
Oryza sativa,29.01,86.28,1393,5.85,12.61,3.7
Oryza sativa,36.67,93.48,64,6.19,11.96,2.7
Oryza sativa,32.56,91.43,554,5.73,10.05,2.74
Oryza sativa,29.62,70.7,1125,7.34,11.52,0.02
Oryza sativa,22.98,76.83,702,5.01,10.17,0.03
Oryza sativa,20.99,63.16,842,5.43,13.52,0.0
Oryza sativa,27.84,72.72,144,7.0,10.15,0.16
Oryza sativa,24.52,60.2,1399,5.39,12.7,0.0
Oryza sativa,35.44,96.99,1368,6.23,13.63,0.18
Oryza sativa,21.97,89.08,860,7.29,12.91,0.47
Oryza sativa,28.44,79.97,377,7.4,12.27,0.44
Oryza sativa,37.19,76.21,518,6.45,10.22,0.15
Oryza sativa,25.12,68.3,39,6.82,10.58,0.13
Oryza sativa,25.97,97.7,874,5.9,11.66,27.93
Oryza sativa,28.45,89.71,323,5.37,13.36,3.89
Oryza sativa,23.38,87.61,180,6.51,11.82,33.41
Oryza sativa,22.42,74.93,1372,6.72,12.47,0.31
Oryza sativa,24.17,91.77,336,5.02,12.91,0.58
Oryza sativa,37.15,74.65,454,5.87,13.75,0.1
Oryza sativa,36.69,89.3,835,5.53,12.98,0.57
Oryza sativa,33.28,96.25,1492,5.01,13.61,0.0
Oryza sativa,27.92,79.09,1060,5.18,10.78,0.26
Oryza sativa,34.5,66.46,175,6.63,12.6,0.08
Oryza sativa,20.01,85.84,409,5.13,13.76,0.11
Oryza sativa,22.39,87.52,1188,7.12,13.08,0.45
Oryza sativa,24.29,61.71,404,6.76,12.12,0.06
Oryza sativa,26.37,97.46,1062,5.62,10.67,3.47
Oryza sativa,24.28,70.93,681,6.04,13.28,1.7
Oryza sativa,26.49,67.54,649,6.01,12.05,1.61
Oryza sativa,37.2,60.22,891,5.2,12.84,0.0
Oryza sativa,29.09,86.47,1446,6.71,12.52,1.87
Oryza sativa,31.29,67.7,784,6.33,13.38,0.33
Oryza sativa,30.34,75.31,828,5.88,12.96,4.26
Oryza sativa,29.72,67.69,502,7.02,12.52,0.17
Oryza sativa,25.74,76.66,998,6.29,11.63,9.89
Oryza sativa,27.5,82.8,1111,5.64,13.95,1.14
Oryza sativa,25.14,74.25,268,5.3,10.55,0.3
Oryza sativa,28.08,80.72,1273,7.2,12.68,0.26
Oryza sativa,30.04,93.94,484,7.04,12.82,5.18
Oryza sativa,37.83,65.44,894,7.18,11.63,0.0
Oryza sativa,29.33,98.19,782,7.37,13.85,0.1
Oryza sativa,22.46,74.6,87,5.15,13.55,0.05
Oryza sativa,30.83,62.64,414,6.45,11.55,0.13
Oryza sativa,32.75,66.95,999,5.59,12.17,0.08
Oryza sativa,31.24,87.74,62,6.15,11.62,27.82
Oryza sativa,37.32,96.6,1090,5.93,13.05,0.39
Oryza sativa,34.25,61.41,1326,5.56,10.88,0.0
Oryza sativa,30.97,95.21,1170,6.94,10.74,0.98
Oryza sativa,24.14,66.09,495,7.13,13.82,0.01
Oryza sativa,37.5,99.79,1434,6.39,12.87,0.06
Oryza sativa,30.64,86.32,556,5.94,12.94,31.04
Oryza sativa,32.5,78.32,715,5.31,13.41,0.35
Oryza sativa,22.3,93.76,897,5.15,13.52,0.28
Oryza sativa,35.05,64.95,1020,6.03,11.51,0.03
Oryza sativa,20.36,83.77,798,7.1,13.6,0.31
Oryza sativa,26.45,63.27,37,6.76,12.57,0.06
Oryza sativa,20.72,60.05,1223,6.74,13.38,0.0
Oryza sativa,21.7,70.12,33,6.33,13.2,0.45
Oryza sativa,34.31,68.03,899,5.96,10.98,0.13
Oryza sativa,30.6,84.67,1458,5.53,13.88,0.13
Oryza sativa,21.09,82.53,2,7.36,10.22,0.03
Oryza sativa,24.15,69.98,1337,5.68,12.92,0.11
Oryza sativa,22.0,73.33,527,5.25,10.87,0.16
Oryza sativa,34.32,99.24,295,6.79,13.81,0.55
Oryza sativa,35.35,66.62,169,5.97,12.45,0.09
Oryza sativa,22.88,94.93,1070,6.19,12.07,17.55
Oryza sativa,33.86,68.54,262,5.86,12.76,0.27
Oryza sativa,24.14,93.42,526,5.04,11.66,0.99
Oryza sativa,26.13,73.53,837,5.59,13.01,1.53
Oryza sativa,34.64,95.11,1398,5.21,11.77,0.05
Oryza sativa,29.8,71.79,781,5.49,11.97,0.93
Oryza sativa,22.25,64.23,333,7.09,10.69,0.01
Oryza sativa,22.71,63.93,153,6.21,12.82,0.14
Oryza sativa,27.9,67.12,894,7.24,11.18,0.02
Oryza sativa,37.29,93.23,653,6.77,11.57,1.05
Oryza sativa,26.82,63.14,1321,6.36,11.93,0.04
Oryza sativa,26.29,97.58,701,5.59,12.27,16.49
Oryza sativa,31.27,89.05,148,6.0,13.3,14.62
Oryza sativa,37.69,79.39,778,7.25,13.93,0.0
Oryza sativa,34.61,92.91,1123,5.97,11.21,2.82
Oryza sativa,37.81,94.32,51,6.15,12.27,1.14
Oryza sativa,28.77,75.73,657,5.62,10.73,2.65
Oryza sativa,29.56,86.05,850,6.14,10.33,12.11
Oryza sativa,25.42,71.7,846,6.56,10.72,1.36
Oryza sativa,27.3,77.62,1356,5.75,11.19,1.15
Oryza sativa,27.36,68.5,1180,6.32,10.28,0.14
Oryza sativa,25.38,79.99,590,5.35,12.84,2.95
Oryza sativa,32.72,89.44,20,6.93,13.21,1.62
Oryza sativa,36.71,70.61,1367,5.18,10.27,0.0
Oryza sativa,25.53,62.2,115,7.04,13.68,0.0
Oryza sativa,28.42,96.01,954,5.99,13.26,14.65
Oryza sativa,26.87,94.18,212,5.46,11.71,11.71
Oryza sativa,26.71,83.47,1423,6.2,13.53,1.54
Oryza sativa,37.76,63.76,1124,6.54,12.9,0.0
Oryza sativa,20.46,95.52,452,6.97,10.33,0.79
Oryza sativa,34.7,65.68,1378,7.01,11.69,0.0
Oryza sativa,29.81,73.13,1102,6.52,13.59,0.55
Oryza sativa,26.0,66.89,597,5.89,12.07,1.07
Oryza sativa,33.72,96.55,1452,5.9,12.98,0.48
Oryza sativa,28.19,70.78,639,6.78,12.3,1.67
Oryza sativa,21.54,65.45,1083,5.27,13.27,0.0
Oryza sativa,24.46,80.31,1348,6.17,12.79,3.02
Oryza sativa,28.15,84.99,895,6.96,12.03,7.96
Oryza sativa,28.67,70.97,309,6.6,11.91,2.94
Oryza sativa,37.96,66.13,417,7.17,10.21,0.0
Oryza sativa,31.31,62.24,149,5.12,12.15,0.0
Oryza sativa,36.65,75.68,1300,7.21,12.48,0.01
Oryza sativa,22.96,80.42,1499,6.99,10.24,0.04
Oryza sativa,33.85,65.35,739,6.02,12.7,0.12
Oryza sativa,27.0,78.01,1461,5.83,10.73,0.53
Oryza sativa,26.84,80.25,946,6.14,12.57,21.43
Oryza sativa,35.79,83.7,1301,6.92,11.1,0.12
Oryza sativa,26.95,84.84,1416,5.09,12.94,0.08
Oryza sativa,31.28,63.85,279,5.07,12.62,0.0
Oryza sativa,36.39,87.14,409,6.82,13.23,0.81
Oryza sativa,26.8,79.23,911,6.35,12.95,14.11
Oryza sativa,32.97,66.21,260,5.13,10.92,0.01
Oryza sativa,27.03,84.07,57,6.09,10.62,15.22
