Species,Temperature (°C),Soil Moisture (%),Altitude (m),Soil pH,Light Hours,Germination Rate (%)
Rhododendron arboreum,9.36,64.28,2791,5.78,4.48,0.44
Rhododendron arboreum,24.78,60.81,3140,6.3,5.91,0.0
Rhododendron arboreum,12.26,48.44,2708,5.41,5.78,2.75
Rhododendron arboreum,10.71,46.94,3685,5.95,4.31,0.03
Rhododendron arboreum,7.05,52.13,3085,4.55,8.83,0.0
Rhododendron arboreum,5.89,88.28,2719,5.23,10.86,0.0
Rhododendron arboreum,9.47,59.87,3293,5.2,5.0,0.14
Rhododendron arboreum,14.18,73.17,2736,5.19,6.54,12.43
Rhododendron arboreum,16.5,85.2,2281,6.28,9.57,2.85
Rhododendron arboreum,21.12,43.11,1617,5.21,4.46,0.0
Rhododendron arboreum,8.68,84.57,3625,6.25,9.96,0.02
Rhododendron arboreum,5.11,77.46,3637,6.27,8.36,0.0
Rhododendron arboreum,24.1,66.09,2747,5.46,5.81,0.03
Rhododendron arboreum,5.86,70.52,1845,5.63,9.2,0.04
Rhododendron arboreum,21.45,89.55,1536,4.95,9.23,0.0
Rhododendron arboreum,7.9,75.25,2147,5.21,8.49,0.28
Rhododendron arboreum,16.21,64.6,2041,6.19,8.77,35.77
Rhododendron arboreum,17.64,57.76,1509,5.91,4.47,0.68
Rhododendron arboreum,24.41,74.68,3205,5.73,7.09,0.02
Rhododendron arboreum,11.99,51.58,3400,4.75,9.29,0.14
Rhododendron arboreum,17.06,88.47,2265,6.4,8.62,1.24
Rhododendron arboreum,11.05,40.09,3103,5.13,8.37,0.19
Rhododendron arboreum,14.98,65.41,3479,6.31,5.53,3.03
Rhododendron arboreum,5.51,70.74,3281,6.1,4.81,0.0
Rhododendron arboreum,15.04,89.84,3564,5.94,4.48,0.06
Rhododendron arboreum,11.87,89.47,1546,6.03,10.99,0.08
Rhododendron arboreum,15.82,83.12,2883,5.06,5.66,0.8
Rhododendron arboreum,18.68,75.78,1920,5.55,4.71,0.87
Rhododendron arboreum,17.71,69.65,3360,4.58,6.29,0.09
Rhododendron arboreum,6.91,76.62,1934,5.36,9.54,0.06
Rhododendron arboreum,5.78,68.99,1668,5.64,6.67,0.02
Rhododendron arboreum,7.38,43.99,2270,6.06,7.8,0.08
Rhododendron arboreum,11.9,50.7,2922,6.21,6.45,4.51
Rhododendron arboreum,6.23,69.32,1794,4.54,7.35,0.0
Rhododendron arboreum,17.13,45.73,3679,5.59,8.51,1.3
Rhododendron arboreum,17.82,53.23,3001,4.66,11.39,0.03
Rhododendron arboreum,15.04,60.91,2853,5.49,7.89,56.69
Rhododendron arboreum,17.33,48.58,3484,4.76,7.18,0.13
Rhododendron arboreum,5.96,40.08,2207,4.68,11.08,0.0
Rhododendron arboreum,17.32,86.97,3274,4.54,4.07,0.0
Rhododendron arboreum,13.66,62.19,3697,4.77,5.58,0.12
Rhododendron arboreum,8.82,50.02,3059,5.39,8.45,0.56
Rhododendron arboreum,21.84,48.83,3210,5.13,7.33,0.07
Rhododendron arboreum,5.01,40.17,2134,6.26,8.0,0.0
Rhododendron arboreum,21.84,72.97,1551,4.92,11.06,0.01
Rhododendron arboreum,8.86,43.58,3216,5.43,4.93,0.02
Rhododendron arboreum,20.74,55.55,3480,5.07,9.12,0.18
Rhododendron arboreum,11.8,73.57,2724,5.67,6.54,16.88
Rhododendron arboreum,17.15,65.29,3364,6.12,6.02,7.48
Rhododendron arboreum,21.06,67.43,3262,4.78,7.54,0.09
Rhododendron arboreum,16.08,54.77,2926,5.15,11.05,1.38
Rhododendron arboreum,14.8,63.03,3256,4.95,10.33,1.41
Rhododendron arboreum,7.04,82.0,2927,4.66,5.85,0.0
Rhododendron arboreum,6.04,75.68,3335,5.36,11.62,0.0
Rhododendron arboreum,24.7,60.94,3054,5.88,8.98,0.03
Rhododendron arboreum,9.82,87.21,1540,6.18,10.51,0.04
Rhododendron arboreum,10.23,42.9,2814,6.32,9.99,0.22
Rhododendron arboreum,8.09,61.49,1671,4.51,6.02,0.0
Rhododendron arboreum,18.1,76.39,1759,6.02,4.08,0.32
Rhododendron arboreum,11.93,87.57,2636,5.38,7.18,1.8
Rhododendron arboreum,13.44,63.62,3553,5.6,8.38,14.93
Rhododendron arboreum,21.08,74.23,3319,5.46,8.52,0.87
Rhododendron arboreum,13.56,79.79,3492,5.57,6.01,2.55
Rhododendron arboreum,16.48,84.06,3488,5.66,7.72,3.24
Rhododendron arboreum,21.98,56.51,3496,4.57,9.44,0.0
Rhododendron arboreum,18.06,75.17,1975,6.05,10.16,5.63
Rhododendron arboreum,14.54,56.39,1812,5.78,4.21,1.44
Rhododendron arboreum,14.62,63.41,1637,4.98,6.45,2.45
Rhododendron arboreum,8.21,53.37,1667,4.79,10.71,0.0
Rhododendron arboreum,17.32,62.13,1665,5.73,8.65,21.33
Rhododendron arboreum,12.52,80.27,1692,5.06,6.12,0.64
Rhododendron arboreum,5.99,68.3,2935,6.2,9.22,0.05
Rhododendron arboreum,14.3,61.97,2331,6.32,6.74,26.59
Rhododendron arboreum,18.71,46.05,3128,4.53,6.53,0.01
Rhododendron arboreum,16.67,41.39,1728,6.07,5.77,0.57
Rhododendron arboreum,24.14,66.32,3595,4.76,10.34,0.0
Rhododendron arboreum,21.79,88.32,1999,4.84,10.49,0.0
Rhododendron arboreum,16.45,59.94,1557,5.59,6.97,14.94
Rhododendron arboreum,24.99,41.88,3593,4.67,11.15,0.0
Rhododendron arboreum,24.67,79.7,3674,5.75,8.21,0.0
Rhododendron arboreum,14.13,89.43,3130,5.35,11.9,0.05
Rhododendron arboreum,15.05,45.89,3409,5.22,10.15,0.64
Rhododendron arboreum,15.81,57.56,3615,4.92,6.59,0.75
Rhododendron arboreum,15.89,55.9,3174,5.79,5.55,8.65
Rhododendron arboreum,11.2,83.37,2626,4.55,8.64,0.04
Rhododendron arboreum,22.09,57.52,3376,4.85,11.49,0.0
Rhododendron arboreum,16.68,84.98,2543,6.11,4.83,0.85
Rhododendron arboreum,5.78,57.6,3411,4.82,8.59,0.0
Rhododendron arboreum,17.61,52.22,3060,6.02,4.78,1.43
Rhododendron arboreum,6.83,85.09,3025,6.2,7.96,0.03
Rhododendron arboreum,23.2,42.6,1565,4.7,5.4,0.0
Rhododendron arboreum,23.07,66.81,3284,4.8,5.06,0.0
Rhododendron arboreum,15.27,75.08,2490,5.97,4.77,5.32
Rhododendron arboreum,16.4,70.94,3406,5.16,7.85,6.31
Rhododendron arboreum,22.83,66.63,2090,5.89,10.28,0.18
Rhododendron arboreum,16.37,66.24,1946,6.45,9.44,9.53
Rhododendron arboreum,11.85,83.74,3263,4.83,5.84,0.06
Rhododendron arboreum,20.91,44.83,3276,5.66,5.79,0.11
Rhododendron arboreum,6.13,46.13,2279,5.32,9.11,0.01
Rhododendron arboreum,12.67,47.63,2373,5.43,6.51,5.58
Rhododendron arboreum,14.2,89.1,2617,4.8,4.89,0.03
Rhododendron arboreum,7.62,75.26,2635,5.8,5.05,0.11
Rhododendron arboreum,10.02,45.95,3213,5.35,10.76,0.11
Rhododendron arboreum,15.1,60.0,2727,6.27,8.64,38.03
Rhododendron arboreum,18.07,67.5,1988,6.09,11.67,1.22
Rhododendron arboreum,5.41,73.39,1782,5.93,11.65,0.0
Rhododendron arboreum,17.12,87.69,1633,6.46,4.5,0.03
Rhododendron arboreum,5.22,72.16,2512,5.8,6.17,0.02
Rhododendron arboreum,9.77,45.75,1622,6.08,10.05,0.19
Rhododendron arboreum,10.39,50.21,2915,6.0,10.78,0.76
Rhododendron arboreum,8.95,42.22,1541,4.72,8.63,0.0
Rhododendron arboreum,6.31,81.27,2774,5.22,6.0,0.01
Rhododendron arboreum,12.27,85.89,3131,5.58,7.48,2.88
Rhododendron arboreum,24.91,85.99,2072,5.78,11.27,0.0
Rhododendron arboreum,17.51,66.45,2224,6.36,11.4,1.55
Rhododendron arboreum,22.07,71.13,2132,6.23,10.14,0.26
Rhododendron arboreum,6.85,53.38,3103,5.32,8.88,0.06
Rhododendron arboreum,22.71,74.75,2293,5.6,11.72,0.02
Rhododendron arboreum,9.07,81.63,3106,5.59,9.09,0.6
Rhododendron arboreum,22.64,68.87,2677,6.21,11.5,0.03
Rhododendron arboreum,9.98,74.8,3355,4.67,6.16,0.03
Rhododendron arboreum,18.53,80.13,1581,4.66,5.55,0.02
Rhododendron arboreum,15.33,64.16,3505,4.73,8.17,0.68
Rhododendron arboreum,13.31,76.03,1929,6.26,4.21,0.58
Rhododendron arboreum,17.12,85.19,3049,5.24,11.11,0.26
Rhododendron arboreum,15.99,55.16,3047,5.2,11.96,0.38
Rhododendron arboreum,20.0,63.97,2027,6.17,9.81,3.13
Rhododendron arboreum,13.98,79.77,3207,4.67,10.65,0.06
Rhododendron arboreum,17.97,54.91,3668,4.96,5.81,0.17
Rhododendron arboreum,15.8,76.68,3313,6.25,10.08,3.86
Rhododendron arboreum,6.71,77.38,2049,4.55,4.42,0.0
Rhododendron arboreum,5.4,51.06,2041,6.38,7.88,0.01
Rhododendron arboreum,17.22,76.82,2226,5.78,10.85,4.95
Rhododendron arboreum,19.32,63.66,3258,4.89,9.25,0.52
Rhododendron arboreum,14.93,59.15,2097,6.29,8.0,31.66
Rhododendron arboreum,15.65,79.03,2915,4.66,6.94,0.39
Rhododendron arboreum,13.74,60.68,2360,5.23,6.5,16.93
Rhododendron arboreum,15.28,77.84,3593,6.14,5.53,1.49
Rhododendron arboreum,5.24,68.43,1789,4.55,4.54,0.0
Rhododendron arboreum,22.99,87.51,3002,5.4,10.29,0.01
Rhododendron arboreum,12.6,60.74,2592,5.78,7.63,55.04
Rhododendron arboreum,8.42,57.63,2501,5.25,4.66,0.08
Rhododendron arboreum,24.81,87.07,2337,5.3,4.4,0.0
Rhododendron arboreum,10.02,83.29,1621,6.18,5.5,0.14
Rhododendron arboreum,23.98,50.92,2763,5.85,7.13,0.04
Rhododendron arboreum,19.3,68.62,2922,6.28,7.85,7.98
Rhododendron arboreum,16.52,52.63,3450,5.47,9.68,4.21
Rhododendron arboreum,16.44,74.54,2654,6.04,4.06,1.39
Rhododendron arboreum,17.87,44.42,3176,5.61,7.72,2.88
Rhododendron arboreum,9.75,48.44,2298,5.08,5.42,0.12
Rhododendron arboreum,14.03,76.45,3692,6.48,9.09,1.23
Rhododendron arboreum,24.44,57.62,3559,5.88,6.52,0.01
Rhododendron arboreum,8.71,71.05,2903,6.47,8.34,0.68
Rhododendron arboreum,5.5,74.23,1941,5.26,8.95,0.01
Rhododendron arboreum,10.75,70.58,1541,5.43,9.59,2.11
Rhododendron arboreum,5.26,50.27,2406,6.24,5.82,0.0
Rhododendron arboreum,8.7,63.72,3470,4.74,11.92,0.0
Rhododendron arboreum,10.67,63.5,1746,6.26,4.14,0.19
Rhododendron arboreum,5.68,66.8,2722,6.43,7.3,0.02
Rhododendron arboreum,16.73,79.14,3595,5.64,9.29,3.48
Rhododendron arboreum,10.48,41.79,2697,5.53,11.46,0.07
Rhododendron arboreum,6.67,71.88,2079,4.99,5.53,0.01
Rhododendron arboreum,16.1,59.48,2862,5.01,5.97,3.79
Rhododendron arboreum,15.45,44.19,1798,4.64,4.76,0.01
Rhododendron arboreum,10.44,49.13,3329,5.97,7.4,1.75
Rhododendron arboreum,10.14,41.03,3638,5.75,10.73,0.03
Rhododendron arboreum,10.08,56.94,2998,5.16,5.96,0.82
Rhododendron arboreum,16.02,41.84,2112,4.54,5.34,0.01
Rhododendron arboreum,11.31,70.8,1524,5.19,5.86,0.86
Rhododendron arboreum,17.18,71.86,3109,6.03,9.81,13.27
Rhododendron arboreum,19.72,63.97,3150,5.2,9.21,2.19
Rhododendron arboreum,7.72,87.8,1935,5.65,4.71,0.01
Rhododendron arboreum,8.46,68.49,2031,6.37,4.72,0.08
Rhododendron arboreum,5.27,60.78,3451,5.81,9.69,0.01
Rhododendron arboreum,12.1,45.72,1865,4.7,4.54,0.01
Rhododendron arboreum,12.56,49.02,3358,5.91,5.07,0.89
Rhododendron arboreum,18.05,57.95,2607,4.69,4.14,0.03
Rhododendron arboreum,22.27,60.62,2540,5.29,8.48,0.56
Rhododendron arboreum,15.09,85.79,2385,6.22,10.41,1.78
Rhododendron arboreum,18.11,51.82,2642,5.86,6.84,13.77
Rhododendron arboreum,8.56,77.24,1722,6.23,8.65,0.37
Rhododendron arboreum,23.65,59.12,2091,5.13,4.31,0.0
Rhododendron arboreum,15.21,88.92,1885,4.57,8.23,0.03
Rhododendron arboreum,22.91,74.56,1752,5.25,4.28,0.0
Rhododendron arboreum,8.32,59.78,3431,4.92,10.81,0.01
Rhododendron arboreum,20.36,74.04,3129,5.43,7.02,2.02
Rhododendron arboreum,8.18,65.28,3192,5.77,11.33,0.11
Rhododendron arboreum,20.97,54.39,3383,6.37,7.46,0.37
Rhododendron arboreum,8.58,54.41,3456,6.44,9.32,0.11
Rhododendron arboreum,14.22,57.57,2011,5.65,11.14,5.41
Rhododendron arboreum,23.15,69.67,2861,4.53,4.18,0.0
Rhododendron arboreum,15.04,45.45,2536,6.06,5.63,3.43
Rhododendron arboreum,18.93,83.06,3575,5.88,5.86,0.41
Rhododendron arboreum,10.23,74.11,2562,6.36,9.12,2.99
Rhododendron arboreum,15.29,89.19,2288,5.06,11.68,0.04
Rhododendron arboreum,17.31,51.6,3650,4.65,11.89,0.0
Rhododendron arboreum,15.5,88.31,2376,4.53,5.88,0.02
Rhododendron arboreum,19.73,69.06,1735,4.98,11.65,0.04
Rhododendron arboreum,19.93,69.61,2806,6.48,7.65,2.58
Rhododendron arboreum,8.87,75.78,2443,5.55,8.7,2.04
Rhododendron arboreum,24.08,75.49,3635,5.29,8.0,0.01
Rhododendron arboreum,6.01,79.8,3011,4.73,6.82,0.0
Rhododendron arboreum,23.02,49.64,1828,4.7,8.14,0.0
Rhododendron arboreum,21.88,82.49,2406,4.61,6.48,0.0
Rhododendron arboreum,24.5,46.54,2390,5.73,4.18,0.0
Rhododendron arboreum,21.56,77.4,3257,4.59,8.87,0.01
Rhododendron arboreum,11.82,66.32,2630,4.96,10.94,0.7
Rhododendron arboreum,17.86,40.5,1732,6.32,4.91,0.06
Rhododendron arboreum,7.45,68.33,3328,5.44,7.12,0.21
Rhododendron arboreum,15.99,59.46,1767,4.95,10.14,1.41
Rhododendron arboreum,19.24,58.64,3528,4.6,8.68,0.05
Rhododendron arboreum,7.91,58.12,2310,4.8,11.05,0.01
Rhododendron arboreum,18.76,46.27,2810,5.31,8.24,2.31
Rhododendron arboreum,12.87,84.82,2101,4.74,11.57,0.01
Rhododendron arboreum,22.2,85.06,2989,6.2,9.74,0.05
Rhododendron arboreum,12.63,76.51,1960,6.36,6.72,5.67
Rhododendron arboreum,8.48,72.72,1842,6.07,10.98,0.15
Rhododendron arboreum,22.75,54.54,2975,4.93,4.85,0.0
Rhododendron arboreum,12.57,51.95,2618,6.12,9.5,11.53
Rhododendron arboreum,9.05,54.88,3019,6.08,5.6,0.52
Rhododendron arboreum,19.07,40.25,2032,5.66,7.37,0.79
Rhododendron arboreum,19.3,78.56,3201,4.97,6.54,0.33
Rhododendron arboreum,9.79,67.29,3499,5.86,5.95,1.07
Rhododendron arboreum,10.2,77.16,2831,4.58,7.08,0.05
Rhododendron arboreum,15.38,58.11,1578,5.47,4.08,0.56
Rhododendron arboreum,23.23,51.75,1517,6.33,11.93,0.0
Rhododendron arboreum,11.24,66.98,3198,4.71,8.61,0.37
Rhododendron arboreum,9.62,82.63,3308,6.11,10.85,0.1
Rhododendron arboreum,15.45,60.83,2758,5.39,11.3,4.26
Rhododendron arboreum,13.81,71.3,1796,5.52,10.17,10.13
Rhododendron arboreum,5.86,52.25,2545,5.28,6.04,0.01
Rhododendron arboreum,6.64,56.28,1939,6.28,10.0,0.03
Rhododendron arboreum,13.04,78.65,2244,5.45,9.93,7.86
Rhododendron arboreum,14.68,54.55,3517,6.48,10.08,1.24
Rhododendron arboreum,13.93,72.74,2399,5.56,9.24,39.36
Rhododendron arboreum,19.57,62.49,2338,5.72,8.41,16.63
Rhododendron arboreum,21.22,66.69,3653,5.33,5.96,0.14
Rhododendron arboreum,18.1,51.27,2070,5.51,10.03,4.28
Rhododendron arboreum,15.07,89.44,2217,4.72,10.32,0.04
Rhododendron arboreum,16.27,46.22,3263,6.03,5.15,0.93
Rhododendron arboreum,15.56,58.44,2314,5.53,4.25,2.6
Rhododendron arboreum,15.33,64.65,2191,6.07,4.48,4.37
Rhododendron arboreum,23.16,86.57,1530,6.08,9.24,0.01
Rhododendron arboreum,11.96,75.1,1615,6.01,6.07,3.69
Rhododendron arboreum,19.72,86.18,2547,5.14,10.93,0.07
Rhododendron arboreum,16.56,41.61,2040,6.11,6.17,1.42
Rhododendron arboreum,9.63,89.66,2222,5.04,10.09,0.03
Rhododendron arboreum,22.39,50.92,2125,4.88,8.05,0.03
Rhododendron arboreum,21.22,81.01,2852,6.25,9.24,0.4
Rhododendron arboreum,15.96,74.85,2658,4.5,6.91,0.22
Rhododendron arboreum,20.56,44.31,1732,4.76,6.7,0.01
Rhododendron arboreum,10.44,61.69,2724,5.93,11.06,1.98
Rhododendron arboreum,21.88,72.87,1971,5.14,7.28,0.26
Rhododendron arboreum,7.89,86.54,2268,5.79,6.75,0.11
Rhododendron arboreum,13.78,55.16,3640,5.02,4.11,0.05
Rhododendron arboreum,23.64,60.76,2985,4.68,9.1,0.0
Rhododendron arboreum,9.59,83.4,3672,5.73,9.06,0.2
Rhododendron arboreum,6.44,52.36,3274,5.97,9.43,0.03
Rhododendron arboreum,22.21,66.44,3086,6.49,8.13,0.22
Rhododendron arboreum,22.89,53.82,1804,5.78,5.83,0.07
Rhododendron arboreum,24.35,44.34,3510,6.33,4.47,0.0
Rhododendron arboreum,18.96,84.75,2872,5.57,4.49,0.18
Rhododendron arboreum,13.14,44.28,1728,6.3,9.44,1.11
Rhododendron arboreum,23.54,69.36,2829,4.61,4.66,0.0
Rhododendron arboreum,18.91,77.33,2450,4.55,10.3,0.03
Rhododendron arboreum,23.24,80.12,3503,6.07,4.91,0.0
Rhododendron arboreum,22.66,55.39,2608,5.41,5.6,0.1
Rhododendron arboreum,6.38,40.01,3443,4.83,4.2,0.0
Rhododendron arboreum,8.67,88.16,2398,5.39,10.91,0.02
Rhododendron arboreum,7.9,73.01,2705,5.25,7.0,0.37
Rhododendron arboreum,7.89,69.54,3215,6.21,7.49,0.43
Rhododendron arboreum,9.71,48.43,3304,6.49,8.4,0.24
Rhododendron arboreum,22.58,65.87,1988,5.31,9.32,0.23
Rhododendron arboreum,14.56,64.23,3453,5.86,7.61,26.57
Rhododendron arboreum,8.14,41.89,1969,5.32,4.72,0.0
Rhododendron arboreum,8.31,86.34,2995,5.12,9.61,0.03
Rhododendron arboreum,10.98,42.68,3537,5.77,11.78,0.02
Rhododendron arboreum,21.82,80.43,2986,6.17,7.74,0.34
Rhododendron arboreum,21.35,51.14,2692,5.06,10.31,0.08
Rhododendron arboreum,14.57,87.13,3383,6.09,11.7,0.11
Rhododendron arboreum,16.62,56.3,2229,5.41,5.98,12.45
Rhododendron arboreum,17.64,78.33,2741,4.94,5.43,0.49
Rhododendron arboreum,7.52,59.94,3005,5.03,9.15,0.08
Rhododendron arboreum,13.35,50.16,3429,6.37,8.01,2.93
Rhododendron arboreum,7.76,87.65,3372,5.77,5.65,0.01
Rhododendron arboreum,7.21,83.8,2868,5.09,8.19,0.02
Rhododendron arboreum,17.74,60.05,3152,5.53,6.8,15.46
Rhododendron arboreum,15.62,75.79,2672,5.38,10.75,5.51
Rhododendron arboreum,15.37,65.02,3343,4.8,6.62,1.07
Rhododendron arboreum,16.68,64.9,1614,5.27,11.93,0.36
Rhododendron arboreum,11.91,51.2,2587,5.32,9.32,5.87
Rhododendron arboreum,20.03,70.27,3613,5.64,4.25,0.08
Rhododendron arboreum,10.84,47.08,2387,6.22,7.96,2.83
Rhododendron arboreum,9.25,85.71,2058,5.99,4.3,0.03
Rhododendron arboreum,9.15,81.54,2375,5.61,7.46,1.36
Rhododendron arboreum,16.12,76.07,2058,5.78,6.06,16.27
Rhododendron arboreum,16.99,74.0,3114,4.67,7.44,0.48
Rhododendron arboreum,19.05,50.89,3639,4.65,5.85,0.01
Rhododendron arboreum,20.72,62.23,3456,5.08,10.68,0.08
Rhododendron arboreum,17.97,79.11,3336,6.23,8.24,3.79
Rhododendron arboreum,23.58,81.76,3677,6.12,6.39,0.0
Rhododendron arboreum,18.84,77.34,2693,5.09,4.52,0.19
Rhododendron arboreum,22.87,47.49,2568,4.71,10.97,0.0
Rhododendron arboreum,19.56,70.73,3435,4.96,10.72,0.1
Rhododendron arboreum,12.66,62.71,2320,5.36,8.77,28.82
Rhododendron arboreum,5.9,63.7,1868,4.96,6.44,0.0
Rhododendron arboreum,23.2,82.07,2228,4.91,10.29,0.0
Rhododendron arboreum,8.59,71.91,2601,5.87,4.32,0.14
Rhododendron arboreum,17.49,82.51,3347,5.41,5.12,0.48
Rhododendron arboreum,16.12,62.88,3070,5.53,10.48,11.42
Rhododendron arboreum,7.6,65.52,2733,5.08,11.42,0.02
Rhododendron arboreum,7.66,57.71,2912,5.97,7.93,0.74
Rhododendron arboreum,5.63,66.89,3589,4.79,7.6,0.0
Rhododendron arboreum,5.71,83.48,2342,5.95,9.64,0.01
Rhododendron arboreum,23.72,42.74,2962,5.29,9.41,0.0
Rhododendron arboreum,5.47,67.5,3473,6.24,9.94,0.0
Rhododendron arboreum,24.07,60.97,2372,5.14,8.39,0.03
Rhododendron arboreum,6.21,54.25,3561,4.93,10.83,0.0
Rhododendron arboreum,23.3,43.58,2834,6.01,9.98,0.01
Rhododendron arboreum,8.93,78.2,2375,5.52,11.93,0.05
Rhododendron arboreum,9.5,72.6,2375,5.3,9.18,2.18
Rhododendron arboreum,23.61,48.46,3243,5.37,5.63,0.01
Rhododendron arboreum,14.28,55.53,1559,4.71,5.82,0.15
Rhododendron arboreum,24.33,73.78,1617,5.28,6.7,0.01
Rhododendron arboreum,19.19,88.14,3611,6.13,9.62,0.12
Rhododendron arboreum,21.02,77.5,3057,5.31,6.11,0.35
Rhododendron arboreum,22.46,73.12,2802,5.46,8.48,0.49
Rhododendron arboreum,20.29,62.73,3681,5.69,5.5,0.36
Rhododendron arboreum,10.76,48.91,2471,5.63,11.44,0.43
Rhododendron arboreum,14.13,75.94,1945,5.12,10.55,1.85
Rhododendron arboreum,8.73,49.39,2086,5.18,9.5,0.18
Rhododendron arboreum,14.94,58.8,2217,4.6,4.94,0.1
Rhododendron arboreum,23.45,55.83,2482,6.28,6.71,0.07
Rhododendron arboreum,17.21,85.31,2032,4.93,6.47,0.35
Rhododendron arboreum,21.03,84.06,3435,4.59,5.68,0.0
Rhododendron arboreum,7.83,83.73,2692,5.05,9.58,0.03
Rhododendron arboreum,23.95,49.4,1525,4.63,5.13,0.0
Rhododendron arboreum,9.21,69.85,2829,5.14,8.41,1.32
Rhododendron arboreum,16.53,58.95,3140,5.31,10.8,3.24
Rhododendron arboreum,13.87,85.19,2069,6.31,10.38,1.13
Rhododendron arboreum,8.81,49.17,3100,6.14,10.33,0.17
Rhododendron arboreum,14.67,82.36,3024,5.6,11.11,1.56
Rhododendron arboreum,21.91,72.06,3549,6.07,10.11,0.11
Rhododendron arboreum,21.76,44.61,1971,5.18,5.23,0.01
Rhododendron arboreum,23.8,50.52,1621,5.35,5.45,0.0
Rhododendron arboreum,9.11,85.4,3258,5.01,5.02,0.01
Rhododendron arboreum,21.83,55.03,3241,5.44,11.96,0.01
Rhododendron arboreum,5.49,54.43,3404,6.35,6.17,0.0
Rhododendron arboreum,23.29,50.49,2253,6.18,5.19,0.01
Rhododendron arboreum,16.31,59.69,1594,5.27,9.91,4.49
Rhododendron arboreum,6.75,71.29,3324,5.94,9.68,0.07
Rhododendron arboreum,14.93,69.77,1662,5.73,7.85,32.96
Rhododendron arboreum,5.42,75.63,1835,5.18,5.79,0.0
Rhododendron arboreum,23.41,68.36,3699,4.76,10.48,0.0
Rhododendron arboreum,17.68,58.88,2375,5.87,7.92,44.9
Rhododendron arboreum,21.71,46.23,2505,5.95,9.89,0.2
Rhododendron arboreum,19.35,56.57,2128,5.96,5.61,3.29
Rhododendron arboreum,16.91,50.21,2019,6.3,9.65,4.46
Rhododendron arboreum,12.2,74.07,1968,5.37,5.76,4.38
Rhododendron arboreum,21.23,56.76,1735,4.62,8.72,0.02
Rhododendron arboreum,6.29,60.02,3289,4.58,4.39,0.0
Rhododendron arboreum,22.74,83.56,3052,5.94,5.01,0.01
Rhododendron arboreum,20.37,52.47,2661,4.7,10.89,0.02
Rhododendron arboreum,24.07,55.08,1865,5.19,6.08,0.01
Rhododendron arboreum,14.36,56.31,2857,4.65,5.16,0.14
Rhododendron arboreum,5.36,50.47,2845,6.0,6.09,0.01
Rhododendron arboreum,19.01,40.38,3268,5.46,9.8,0.2
Rhododendron arboreum,20.11,52.37,2815,5.26,11.89,0.07
Rhododendron arboreum,12.02,63.81,2138,5.99,6.57,22.95
Rhododendron arboreum,10.58,44.02,2137,5.53,11.3,0.14
Rhododendron arboreum,15.06,68.44,2421,5.15,4.23,1.07
Rhododendron arboreum,13.52,89.86,1774,5.98,6.42,0.95
Rhododendron arboreum,20.86,47.5,2273,5.86,4.94,0.16
Rhododendron arboreum,10.24,40.71,2169,5.12,11.78,0.01
Rhododendron arboreum,8.68,59.86,1971,4.98,10.35,0.09
Rhododendron arboreum,11.57,43.82,2197,4.84,7.79,0.2
Rhododendron arboreum,9.49,58.28,3138,5.35,9.56,1.25
Rhododendron arboreum,14.8,81.33,2265,5.15,6.46,3.9
Rhododendron arboreum,17.04,56.73,3699,5.11,4.96,0.2
Rhododendron arboreum,8.65,80.95,3077,5.92,8.76,0.59
Rhododendron arboreum,23.15,70.99,2362,4.82,9.19,0.01
Rhododendron arboreum,7.55,57.08,2619,5.01,11.72,0.01
Rhododendron arboreum,7.57,52.44,2465,5.4,6.89,0.25
Rhododendron arboreum,14.78,81.15,3126,5.19,4.74,0.47
Rhododendron arboreum,12.08,56.37,2275,5.75,7.17,27.74
Rhododendron arboreum,7.93,49.79,1641,6.45,7.51,0.05
Rhododendron arboreum,24.86,50.66,3230,4.63,4.24,0.0
Rhododendron arboreum,12.12,59.5,2607,6.21,6.78,18.52
Rhododendron arboreum,10.27,44.25,2809,6.37,6.82,0.46
Rhododendron arboreum,5.93,40.47,1675,5.32,6.76,0.0
Rhododendron arboreum,15.84,43.66,2011,4.74,7.38,0.2
Rhododendron arboreum,13.42,40.42,3680,5.31,11.57,0.02
Rhododendron arboreum,17.79,45.61,2479,5.76,8.06,8.14
Rhododendron arboreum,14.98,86.79,2291,5.24,9.28,2.28
Rhododendron arboreum,16.85,70.35,1555,6.44,11.67,0.26
Rhododendron arboreum,22.99,76.55,2358,5.31,7.77,0.14
Rhododendron arboreum,9.5,72.22,2816,5.8,6.57,3.76
Rhododendron arboreum,24.26,62.56,2214,5.73,11.93,0.0
Rhododendron arboreum,23.55,74.79,3219,6.31,8.43,0.04
Rhododendron arboreum,9.82,41.67,2908,5.26,11.85,0.01
Rhododendron arboreum,6.89,89.95,2528,4.87,11.57,0.0
Rhododendron arboreum,21.19,48.89,2859,5.19,4.93,0.04
Rhododendron arboreum,6.27,54.4,3545,4.75,4.34,0.0
Rhododendron arboreum,8.44,69.47,3078,4.77,7.15,0.06
Rhododendron arboreum,17.98,73.24,2402,6.1,8.39,25.16
Rhododendron arboreum,20.31,54.43,3336,4.96,7.82,0.25
Rhododendron arboreum,9.33,54.2,2817,5.27,5.94,0.61
Rhododendron arboreum,8.66,76.97,2441,5.42,8.1,1.24
Rhododendron arboreum,19.63,89.93,3307,6.3,11.34,0.01
Rhododendron arboreum,16.91,75.67,2170,4.98,9.58,2.5
